course_code	name	org_total_credits	org_type	org_lecture_credits	org_tutorial	org_practical	org_self_study	org_half_semester	org_prerequisite	org_text_reference	org_content	modtime	
HS 811	Literary Theory	6	T 	3	0	0	0	N	""	x	x	2003-04-03 16:18:14	
HS 812	Mathematical Economics	6	T 	6	0	0	0	N	""	\267\011Allen, R. G. D., Mathematical Analysis for Economists, ELBS, London, 1973.\015\012\015\012\267\011Yamane Taro., Mathematics for Economists, Prentice-Hall of India Pvt. Ltd., \015\012\267\011New Delhi, 1970.\015\012\015\012\267\011Baumol, W.J., Economic Theory and Operations Research, Prentice Hall of India\015\012\267\011Pvt. Ltd., New Delhi, 1975.\015\012\015\012\267\011Chiang, A. C., Fundamental Methods of Mathematical Economics, Mcgraw-Hill,\015\012\267\011New York, 1967.\015\012\015\012\267\011Mckenna, C. J. and Rees, R., Economics: A Mathematical Introduction, OUP, \015\012\267\011London, 1992.\015\012\015\012\267\011Basu, A. K., Ghosh, J. K., Sen, P.K. and Sinha, B.K., Perspectives in Statistical\015\012\267\011Sciences, OUP, New Delhi, 2001.\015\012	The nature of mathematical economics \226 Mathematical vs. non-mathematical economics \226 mathematical economics vs. econometrics.\015\012\015\012Elementary mathematics: Revision concepts- Matrix algebra - functions, differentiation and integration,  maximisation and minimisation, set theory.\015\012\015\012Marginal analysis,  Equilibrium analysis: Static, dynamic and comparative static analysis.\015\012\015\012Optimisation and linear programming.\015\012\015\012Input-output analysis \226 Static and dynamic versions.\015\012\015\012Game theory.\015\012\015\012Micro, macro applications of the models.\015\012	2003-12-12 15:21:58	
HS 813	"Structure of Language & its applications, Morphophonology and ELT	"	6	T 	6	0	0	0	N	""	\267\011Anderson, S. R., A-Morphous Morphology. CUP, Cambridge, 1992.\015\012\015\012\267\011Aronoff, M., Morphology by Itself: Stems and Inflectional Classes. LI Monograph 22. MIT Press, Cambridge, MA, 1994.\015\012\015\012\267\011Broughton, G. et al., Teaching English as a Foreign Language. R & KP, London, 1978.\015\012\015\012\267\011Goldsmith, J., The Handbook of Phonological Theory. Blackwell, Cambridge, MA, 1995. \015\012\015\012\267\011James, C., Contrastive Analysis. Longman, London, 1980.\015\012\015\012\267\011Johnson, K., Communicative Syllabus: Design & Methodology. Pergamon, Oxford, 1982.\015\012\015\012\267\011Krashen, S.,  Principles and Practice in Second Language Acquisition. Pergamon, Oxford, 1982.\015\012\015\012\267\011Kenstowicz, M., Phonology in Generative Grammar. Blackwell, Cambridge, MA, 1994.\015\012\015\012\267\011Ladefoged, P. and I. Maddieson., The Sounds of the World`s Languages. Blackwell, Cambridge, MA, 1996.\015\012\015\012\267\011Prabhu, N.S.,  Second Language Pedagogy. OUP, Oxford, 1987.\015\012\015\012\267\011Richards, J., Error Analysis: Perspectives on Second Language Acquisition. Lonman, London, 1974.\015\012\015\012\267\011Spencer, A., Morphological Theory. Blackwell, Oxford, 1991.\015\012	This course will develop and build on the student\222s knowledge of basic phonology and morphology and will adress topics such as Principles of articulatory and acoustic phonetics, Distinctive feature theory, Segmental phonological analysis, Phonological rule-writing and cyclicity, Autosegmental and metrical and prosodic theories, Feature geometry, Prosodic morphology, Lexical phonology, Morphological processes, Distributive morphology and the Structure of the lexicon.  This course shall also discuss the application of some of the basic concepts in modern linguistics to the field of English Language Teaching. The following issues will be raised: Linguistic attitudes to language: speech and writing; descriptive and explanatory principles; pedagogical implications, Language Pedagogy and Language Learning, English as: Native language; Second language; Foreign language, Approaches to the Curriculum in ELT, Pedagogical methods and techniques in ELT, Error Analysis and Contrastive Analysis in ELT, Testing in ELT.	2003-12-12 15:21:58
HS 814	Architecture of Grammer & its applications, Syntax Semantics and Sociolinguistics	6	T 	6	0	0	0	N	""	\267\011Cameroon, D., Feminism and Linguistic Theory. Macmillan, London, 1992.\015\012\015\012\267\011Chierchia, G. and S. McConnell-Ginet.  Meaning and Grammar: An Introduction to Semantics. MIT Press, Cambridge, MA, 1991.\015\012\015\012\267\011Chomsky, N., The Minimalist Program. Current Studies in Linguistics 28. MIT Press Cambridge, MA, 1995. \015\012\015\012\267\011Collins, C., Local Economy. MIT Press, Cambridge MA, 1997.\015\012\015\012\267\011Heim, I. and A. Kratzer. Semantics and Generative Grammar. Blackwell, UK.\015\012\015\012\267\011Hudson, R. A., Sociolinguistics. CUP, Cambridge, 1980.\015\012\015\012\267\011Kayne, R., The Antisymmetry of Syntax. MIT press, Cambridge MA, 1995.\015\012\015\012\267\011Kress, G. & R. Hodge., Language as Ideology. Routledge and Kegan Paul, London, 1979.\015\012\015\012\267\011Lele, J., Explorations in Indian Sociolinguistics. Sage, New Delhi, 1995.\015\012\015\012\267\011Newmeyer, F. J. (ed.). Language: The Socio-cultural Context. CUP, Cambridge, 1988.\015\012\015\012\267\011Singh, R et al., Explorations in Indian Sociolinguistics. Sage, New Delhi, 1995.\015\012\015\012\267\011Todd, L., Pidgins and Creoles. Routledge, London & NY, 1990.  \015\012	This advanced course on issues in syntax and semantics shall address issues such as Minimalism and economy of representation, Feature-checking (case, agreement, morphology-syntax interface), Locality-constraints, Phrase structure, Movement operations, Logical form (syntax-semantics interface), Compositionality, Variables and variable binding, Quantification and Ellipsis and Binding. This course shall also deal with the relationship between language, culture and society with respect to topics such as Language, culture and world-view, Language and Social Class, Language and Gender, Languages in Contact: Bilingualism, Multilingualism, Language and Nation and Language Planning.	2003-12-12 15:21:58	
HS 815	Languages in Cognitive Science	6	T 	6	0	0	0	N	nil	\267\011Bloom, P. (ed.).  Language Acquisition: Core Readings.  MIT Press, Cambridge, MA, 1993.\015\012\015\012\267\011Caplan, D., Language:  Structure, Processing and Disorders. MIT Press, 1993.\015\012\015\012\267\011Carroll, D. W., Psychology of Language. Brooks/Cole Publishing, 1999.\015\012\015\012\267\011D. Osherson et al. (eds.). An Invitation to Cognitive Science. Vol. 1-3. MIT Press, Cambridge, MA, 1990.\015\012\015\012\267\011Hirsh-Pasek, K. and R. Golinkoff. The Origins of Grammar. MIT Press, Cambridge, MA, 1996.\015\012\015\012\267\011J. Miller & P. Eimas. Handbook of Perception and Cognition.  Volume 11: Language and Communication. Academic Press, NY, 1995.\015\012\015\012\267\011Newmeyer, F. J.  Linguistics: The Cambridge Survey III - Language: Psychological and Biological Aspects.  CUP, 1988.\015\012 \015\012	This course deals with the interface areas between the cognitive sciences of Linguistics and Psychology and Neuroscience. Issues to be discussed include Speech perception, Sentence perception and processing, Language production, First language acquisition, Biological foundations of language, aphasiology, evolutionary perspectives on language, Mental lexicon, Lab techniques for analysis, Corpus analysis and Modularity.\015\012\015\012	2003-12-12 15:21:58	
HS 816	Fieldwork Techniques	6	T 	6	0	0	0	N	""	\267\011Journal articles and papers (pertaining to the topic under consideration).\015\012\015\012\267\011Comrie, B. and N. Smith. Lingua Descriptive Studies: Questionnaire. Lingua 42.1. Amsterdam, North Holland, 1977.\015\012\015\012\267\011Comrie, B. The World`s Major Languages. London: Croom Helm and New York: Oxford University Press, 1987. Reprinted 1989.\015\012\015\012\267\011Comrie, B. S. Matthews and M. Polinsky) (eds.). The Atlas of Languages: The Origin and Development of Languages Throughout the World. London: Bloomsbury and New York, 1996.\015\012\015\012\267\011MacWhinney, B., & Snow, C.  The Child Language Data Exchange System. Journal of Child Language, 12, 271-296, 1985.\015\012	This course will serve as an introduction to the methods of data collection and fieldwork, including judgement elicitation, experimental and natural data collection and analysis. Typically, the course will focus on a particular interface topic in current linguistic theory as relevant to the student\222s thesis interests in the process of data gathering	2003-12-12 15:21:58	
HS 817	Financial Institutions and Markets	6	T 	6	0	0	0	N	""	\267\011Bhole, L. M.,  Financial Institutions and Markets [New Delhi: Tata McGraw Hill], Third Edition, 1999.\015\012\015\012\267\011Edminister, R. O. Financial Institutions and Markets, and Management [New York: Tata McGraw Hill], 1986.\015\012\015\012\267\011Johnson, H. J.  Financial Institutions and Markets [New York: McGraw Hill], 1993. \015\012	Financial System \226 Type of Financial Institutions \226 Commercial and Co-operative Banks \226 Non-Banking Financial Institutions \226 Equity Market \226 Debt Market \226 Government Securities Market \226 Major Financial Services \226 Foreign Exchange Market \226 Interest Rates in Financial Markets.	2003-12-12 15:21:58	
HS 818	Sociology of Social Stratification in India	6	T 	6	0	0	0	N	""	\267\011Max Weber,  Eng trans.  1968. Economy and Society, 1922.\015\012\015\012\267\011Anthony Giddens (ed.).  Classes, Power and Conflict: Classical and Contemporary Debates,The MacMillan Press Ltd., 1982.\015\012\015\012\267\011R. Compton and M. Mann (eds.), Gender and Stratification, 1986.\015\012\015\012\267\011Yogendra Singh, Social Stratification and Social Change in India, Manohar, 1977.\015\012\015\012\267\011Sharma, K.L ,   Social Stratification in India: Issues and Themes, Sage Publications, 1997.\015\012\015\012\267\011Srinivas, M.N., Caste: Its Twentieth- Century Avatar, Penguin, 1996.\015\012\015\012\267\011Beteille, Andre (ed.),  Selected Writings, Harmondsworth, 1970.\015\012\015\012\267\011Gupta, Dipankar (ed.),  Social Stratification, Oxford University Press, 1991.\015\012\015\012	The treatment of social stratification from the perspectives of theory, structure, and process and their variations in societal and cultural contexts.\015\012\015\012Structural units and the study of social stratification:  Class, Status and Party as distinctive categories of power and position, Race, Age and Gender differences as units for social formation and social interaction and processes involving social stratification, Classes, Power and Conflict and different approaches to the study of Power.\015\012\015\012Culture and Structural Units and the study of Social Stratification  in India:\015\012Dimensions in studies of caste, class, ethnicity and power, Gender and Social Stratification,  Scheduled Castes and Social Stratification,  Agrarian Class Stratification and Change, Social Stratification and Agrarian \226Rural Setting,  Social Stratification and Urban \226Industrial Setting,  Elites and Social Stratification , Role of Professional and Bureaucratic Elites in the system of social stratification.\015\012\015\012Gaps in Stratification studies and Priority areas for Research,  Re-Thinking of Macro-Sociological Theories\015\012	2003-12-12 15:21:58	
HS 819	Rural Development	6	T 	6	0	0	0	N	""	\267\011Robert Chambers, Rural Development: Putting the Last First, Prentice Hall, 1996.\015\012\015\012\267\011A.R. Desai, Rural Sociology in India, Oxford University Press, 1978.\015\012\015\012\267\011Akhil Gupta, Postcolonial Developments: Agriculture in the Making of Modern India. \015\012\015\012\267\011L.C. Jain, Grass Without Roots: Rural Development Under Government Auspices, Sage Publications, New Delhi, 1985. \015\012\015\012\267\011Michael Lipton, Why Poor People Stay Poor, Harvard University Press, Cambridge, 1977. \015\012\015\012\267\011S.R. Maheshwari, Rural Development in India: A public policy approach, Sage Publications, 1985.\015\012	The course aims to introduce students to the major characteristics, problems, and development issues of people living in rural areas. The course will acquaint students to general approaches for analyzing and understanding rural development, including examinations of: 1) rural structural changes and policymaking; 2) participatory processes for generating rural development; and 3) planning strategies as mechanisms for creating rural development opportunities.\015\012The topics covered include:\015\012\015\0121.\011introduction to basic concepts: `rural`, `village`, `development`; \015\0122.\011rural and agrarian social structure: class, caste, kinship and gender\015\0123.\011evolution of property rights: property debates, common property issues\015\0124.\011natural resources: use, access and management; technology issues\015\0125.\011rural economies and poverty: employment, livelihoods, and productivity increase issues and approaches; agricultural and non-agricultural sectors\015\0126.\011land reform: legislation, land struggles, power and inequality\015\0127.\011local control in community and rural development: neopopulism, concept of `community`, participation, decentralization, panchayati raj, cooperatives\015\0128.\011profile of the history of rural development in India: experiences, programmes, policies and achievements\015\0129.\011role of NGOs, social movements, agrarian and peasant struggles\015\012\015\012	2003-12-12 15:21:58	
HS 820	Research Methods in Economics	6	T 	6	0	0	0	N	""	C.T. Kurien, (Ed.), A Guide to Research in Economics, Sangam Publishers, Madras, 1973. \015\012C.R. Kothari, Research Methodology: Methods and Techniques, Wiley Eastern, New Delhi, 1985. \015\012M. Blaug, The Methodology of Economics. \015\012H. Katouzian, Ideology and Method in Economics, Macmillan, 1980. 	 The Methodological Foundations of Economic Analysis - Historicism, Positivism, Abstraction and Generalisation in Economic Science The purpose of and approach to Research. Formulation of Research problem and Research Design. Meaning of Hypothesis and Testing of hypotheses. Methodology of model building. Types of Economic models - Methods of data collection. Surveys and Sampling techniques. \015\012Structure of Dissertation. \015\012\015\012	2003-12-12 15:21:58	
HS 821	Applied Econometrics	6	T 	6	0	0	0	N	""	A.S. Goldberger, Topics in Regression Analysis, Macmillan, New York, 1968. \015\012P. Rao, and R.L. Miller, Applied Econometrics, Prentice-Hall of India Ltd. New Delhi, 1972. \015\012L.R. Klein, An Introduction to Econometrics, Prentice-Hall of India Ltd., New Delhi, 1969. \015\012Z. Griliches, and Interiligator, M.D. (Editors), Handbook of Econometrics, Vol.I, North Holland Pub. Co., New York, 1983. 	 The aim of this one semester course is to give, briefly, an account of the main aspects of econometric procedures generally pursued by research analysts in economics. The course will attempt to enlighten the students for understanding the utility and disutility of various results based on econometric computations. No emphasis will be placed on derivation of formula and proofs. \015\012Simple, partial and multiple correlation analysis - simple and multiple regression. \015\012\015\012Normal distribution - small and large sample tests, F test. \015\012\015\012Hypothesis testing and prediction using multiple regression analysis - Econometric foundations. \015\012\015\012Functional forms and economic Interpretations, Time series, cross sectional and pooled analysis. \015\012\015\012Important problems in econometric model building and testing; use of estimated results in overcoming these problems. \015\012	2003-12-12 15:21:58	
HS 822	The Study of one Major Indian Writer in English	6	T 	6	0	0	0	N	""	\267\011Edward Said, Orientalism. Vintage, New York, 1978.\015\012\015\012\267\011Homi Bhabha, Ed., Nation and Narration, Routledge, London, 1990.\015\012\015\012\267\011Ranajit Guha and Gayatri Chakravorty Spivak, Eds., Selected Subaltern Studies, \015\012\267\011Oxford University Press, Delhi, 1988.\015\012\015\012\267\011Timothy Brennan, Salman Rushdie and the Third World: Myths of the Nation, \015\012\267\011St. Martin\222s Press, New York, 1989.\015\012	This course shall focus on one Indian writer and study her/him with reference to:\015\012\015\012\247\011the corpus of work and its trajectory;\015\012\247\011the historical context in which the work is rooted;\015\012\247\011the target reader for whom the work is intended; and \015\012\247\011the related issue of the politics of representation\015\012\015\012The choice of writer need not be restricted either to genre or period. \015\012Besides the above rubric, factors such as the position of the work with respect to Western literary tradition and its assimilation (if any) of indigenous literary/cultural forms will also be included in the study.\015\012	2003-12-12 15:21:58	
HS 823	Logic: Formal and Philosophical	6	T 	6	0	0	0	N	""	E. Mendelson, Introduction to Mathematical Logic, 2nd edition, New York: D. van Nostrand Company, 1979. \015\012G.E. Hughes and M.J. Cresswell, An Introduction to Modal Logic, 2nd edition, Methuen, London, 1972. \015\012D. Davidson, Inquiries into Truth and Interpretation, Oxford Univ. Press, 1984. \015\012J.W. Addison, et.al.(eds.), The Theory of Models, North-Holland, Amsterdam, 1965. \015\012D. Lewis, Counterfactuals, Cambridge: Harvard Univ. Press, 1973. \015\012A.R. While, Modal Thinking, Oxford: Basil Blackwell, 1975. \015\012J. Barwise & J. Perry, Situations and Attitudes, Cambridge: M.I.T. Press, 1983. 	 Sets and relations. First order Language: Propositional calculus and quantifiers. Natural deduction and axiomatic approaches. Theory of conditionals. Modal Logic. Concept of truth and model. Semantics. \015\012Situation Logic. Relevance Logic. \015\012\015\012Formal analysis. The theory of description. Logical Atomism. \015\012\015\012Wittgenstein. Truth as meaning: Quine and Davidson. Possible world semantics: Kripke; D. Lewis and R. Stalnaker: Counterfactual conditionals and causation; Situation semantics: Barwise and Perry. \015\012\015\012	2003-12-12 15:21:58	
HS 824	Cultural Studies	6	T 	6	0	0	0	N	""	\015\012\267\011Crane, Diane. The Sociology Of Culture-Emerging Perspectives. London: Blackwell, 1994.\015\012\015\012\267\011Dhareshwar ,V , T Niranjana et al., Interrogating Modernity. Calcutta. Seagull,1993.\015\012\015\012\267\011During, Simon (ed.)., The Cultural Studies Reader. New York: Rout ledge, 1993.\015\012\015\012\267\011Brekenbridge, Carol., Consuming Modernity: Public Culture In Contemporary India. New Delhi:  OUP, 1996.\015\012\015\012\267\011Omvedt, G., Cultural revolt in Colonial Society: Bombay: Indian Social Science Trust, 1976.\015\012\015\012\267\011Appadurai, A., Modernity at Large: Cultural Dimensions of Globalisation. New Delhi. OUP, 1997.\015\012	This course seeks to understand the changing meanings of culture and the emergence of cultural studies in general and in India in particular. The possibilities and limitations of the colonial discourse, postcolonial studies and the radical discourse on culture will be mapped. Issues related to doing engaged cultural studies and cultural methodologies would be discussed.\015\012\015\012Sociology/Anthropology of Culture: the challenges to the classical approaches.\015\012\015\012The Formation of Cultural Studies:  Discussions on Culture Industry, Hegemony, Ideology and Birmingham School Postmodernism, Culture and the Dilemma of politics: Theories of consumer culture.\015\012\015\012Colonialism, Nationalism and conceptions of Indian Culture: The different nationalisms and their conceptions of Indian Culture, colonialism and its forms of knowledge, Orientalism, culture and imperialism.\015\012\015\012Cultural Revolts in colonial society: Subaltern and non-brahman approaches. Cultural Studies in India: Interrogating modernity, consuming modernity and alternative modernities\015\012\015\012The Cultural Dimensions of Globalisation: Resurgence of identities, globalisation, politics of culture and cultural politics.\015\012	2003-12-12 15:21:58	
HS 825	Gender Studies	6	T 	6	0	0	0	N	""	\267\011Whelham, Imelda., Modern Feminist Thought. Edinburgh: Edinburgh University Press, 1997.\015\012\015\012\267\011Hooks, Bell., Feminist Theory from Margins to Centre. Boston: South End Press, 1983.\015\012\015\012\267\011Lennon, Kathleen & Whitford Margaret, Knowing the Difference: Feminist Perspectives in Epistemology. New York. Rout ledge, 1993.\015\012\015\012\267\011Myres, Kirsten, Anderson et al (eds).  Feminist foundations. New York. Sage, 1998.\015\012\015\012\267\011Satyamurthy.T. V.(ed)., Region, Religion, Caste, Gender and Culture in Contemporary India. New Delhi. OUP, 1996.\015\012\015\012\267\011Dube, Leela.  Women and Kinship. New Delhi. Vistaar, 1997.\015\012\015\012\267\011Vaid, Sudesh & K. Sangari (eds). Recasting Women: Essays In Colonial India. New Delhi: Kali for Women..\015\012\015\012\267\011Dietrich, Gabriele.  Religion, Ecology and Development. New Delhi: Horizon, 1992.\015\012\015\012	The course seeks to map the basic concepts developed in gender studies and especially outline their implications for the practice of social sciences in India. The contemporary debates in gender theory will be outlined and the specific problems of theorizing gender in the Indian context highlighted.\015\012\015\012Feminist Theory: Beyond the hyphenated approach-the key debates in feminist theory.\015\012\015\012Operationalising concepts: Gender, Patriarch and Sexual Division of Labour.\015\012\015\012From Margins to the Centre: Reading Working Class and Black Feminisms.\015\012\015\012The Challenge of Gender Studies to the Disciplines: Critiques of theory, methodology and epistemology.  Problems of theorizing Gender in India: Issues of Caste, Class and Community.\015\012\015\012Recasting Gender: Understanding debates of Nationalism, colonialism and gender.\015\012\015\012Engendering the analysis of Social institutions: Labour, Family and kinship, State, Health and sexuality.\015\012\015\012Impact Of Gender Perspectives: Development, Ecology and Globalisation and Social movement studies.\015\012	2003-12-12 15:21:58	
HS 826	Advanced Econometrics	6	T 	6	0	0	0	N	""	\267\011Berndt, E. R.  The Practice of Econometrics: Classics and Contemporary [London: Addison Wesley], 1990.\015\012\015\012\267\011Greene, William.  Econometric Analysis 2nd Edition [London: Macmillan], 1993.\015\012\015\012\267\011Johnston, J. and Di Nardo.  Econometric Methods, 4th Edition [New York: Macmillan], 1997.\015\012\015\012\267\011Krishna, K. L (ed.). Econometric Applications in India [New Delhi: Oxford University Press], 1997.\015\012\015\012\267\011Pagan, Adrian and Ullah, Aman, Non-Parametric Econometrics [Cambridge: Cambridge University Press], 1999.\015\012	Parametric and Nonparametric Econometrics.  Basic interpretation of Regression Models, and Tests for individual and joint significance.  Practical testing for Endogeneity and omitted variable bias. Modeling of qualitative and limited dependent variable models.  Analysis of Panel Data.\015\012\015\012Seemingly Unrelated Regressions.  Lagged Dependent Variables and Autoregressive Disturbances.  Tests on Subset of Regression Estimates.  Two-stage Least Squares and Instrumental Variable Estimation.  \015\012\015\012Time-Series Models.  Smoothing and Extrapolation of Time Series.  Linear Time-Series Models.  Estimation of Time-Series Models.  Applications of Time-Series Models.  Estimating Co-integrated Systems.\015\012\015\012Nonparametric Econometrics.  Application and estimation of non-parametric econometric models.\015\012	2003-12-12 15:21:58	
HS 827	Technology, Industry and Trade	6	T 	6	0	0	0	N	""	\267\011Dunning, John H., The Globalisation of Business [London: Routledge], 1993.  \015\012\015\012\267\011Lall, Sanjaya.  Competitiveness, Technology and Skills [Cheltenham: Edward Elgar], 2001.\015\012\015\012\267\011Nayyar, Deepak (ed.). Trade and Industrialization [New Delhi: Oxford University Press], 1999.\015\012\015\012\267\011Rothwell, Toy and Walter Zegveld. Reindustrialization and Technology [Essex, UK: Longman], 1985.\015\012\015\012\267\011Siddharthan, N. S. and Y.S. Rajan. Global Business, Technology and Knowledge Sharing: Lessons for Developing Country Enterprises [New Delhi: Macmillan], 2002.\015\012\015\012\267\011Srinivasan, T. N., Developing Countries and the Multilateral Trading System: From the GATT to the Uruguay Round and the Future [New Delhi: Oxford University Press], 2000.\015\012	Technology, Industry, Trade and Cycles: Technological and Non-technological theories linking industrialization with trade.  The Process of Technological Innovation: Patterns and influence.  Evaluating Policies for Technological Innovation and Elements of Technology Policy.\015\012\015\012The Technological Structure and Performance of Developing Country Exports.  Skills and Competitiveness in developing countries.  Multinational Corporations, Technology Development and Export Competitiveness.\015\012\015\012Global Business Environment, Technology and Trade.  Globalisation and Technology Intermediation.  Trade Prospects with Reindustrialization and Technology Policy.\015\012	2003-12-12 15:21:58	
HS 828	Phillosophical Points of View & Major Thinkers	6	T 	0	0	0	0	N	""	""	" For this course, a scholar may choose for study one of the following major philosophical thinkers or major philosophical viewpoints. In case the direction of the scholar""s research is such that the study of a philosophical thinker or viewpoint other than those listed here would enrich his research, he is permitted to take that for this course. \015\012Socrates, Plato, Aristotle, Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, Kant, Hegel Nietzsche, Karl Marx, Wittgenstein, G.E. Moore, Bertrand Russell, Gilbert Ryle, Austin, A.J. Ayer, P.F. Strawson, Brentano, Meinong, Husserl, Heidegger, Sartre, Albert Camus. \015\012\015\012Idealism, Realism, Materialism, Mechanism, Positivism, Rationalism, Indian Idealism, Pragmatism, Frankfurt School of Sociology, Existentialism.-\015\012\015\012"	2003-04-03 16:18:14	
HS 829	Organizational Stress	6	T 	6	0	0	0	N	""	\267\011Humphrey, J.H.  Job Stress.  Allyr & Bacon, Needam Heights MA, 1998.  \015\012\015\012\267\011Ross, R.R. & Altmaire, E.M.  Interventions to Occupational Stress.  Sage Publications, New Delhi, 1994.\015\012\015\012\267\011Hindle, Tim.  Reducing Stress.  Dorling Kindersley Publisher, London, 1998.\015\012\015\012\267\011Quick, J.C. & Quick, J.D.,  Organizational Stress and Preventive Management.  McGraw Hill, New York, 1984.\015\012	The objective of this course is to familiarize students with key terms, concepts and research in this area.  As organizations adapt to become competitive in the global market scenario, dealing with change becomes a constant in the lives of most workers.  The second objective is to highlight the nature of change, its consequences to the work force and organizations.  Lastly it will deal with strategies to minimize the negative impact of stress.\015\012\015\012Nature and causes of organizational stress.  Distinguishing between job, occupation, work and organizational stress.  Economic and psycho-social costs of stress to workers and organizations.  The relationship between stress and illness.  Prevention strategies : primary, secondary and tertiary levels of intervention.\015\012	2003-12-12 15:21:58	
HS 830	Ethinicity and Nationalism	6	T 	6	0	0	0	N	""	\267\011Anderson, Benedict.  Imagined communities: Reflections on origin and Spread of Nationalism, London: Verso & New Left books, 1980.\015\012\015\012\267\011Hobsbawm and Rangers (eds).  The Invention of Tradition, Cambridge: Cambridge University Press, 1983.\015\012\015\012\267\011Chatterjee, Partha.  The Nation and its fragments, New Delhi: Oxford University Press, 1993.\015\012\015\012\267\011Glazier and Moynihan (eds).  Ethnicity: Theory and Experience, Cambridge Mass: Harvard University Press, 1975.\015\012\015\012\267\011Bhargava, R.  (ed).  Secularism and its Critics, New Delhi: Oxford University Press, 1998.\015\012\015\012\267\011Kymlicka, W.  Multicultural Citizenship, Oxford: Clarendon Press, 1995.\015\012\015\012\267\011Gutmann, A. (ed) .  Multiculturalism: Examining the Politics of Recognition, Princeton: Princeton University Press, 1994.\015\012\015\012\267\011Bhargava, Bagchi & Sudarshan (eds).  Multiculturalism, Liberalism and Democracy, New Delhi: Oxford University Press, 1999.\015\012\015\012\267\011Yuval-Davis and Anthias.  Women and Nation-stae, London: Macmillan, 1989.\015\012\015\012\015\012\267\011Jayawardena, Kumari.  Feminism and nationalism in the Third world, London: Zed press, 1986.\015\012\015\012\267\011Desai, A. R., Social Background of Indian Nationalism, Bombay: Popular Prakashan, 1986.\015\012\015\012\267\011Brass, Paul.  Ethnicity and Nationalism, Theory and Experience, New Delhi: Sage publications, 1991.\015\012	This course introduces students to the field of ethnicity and nationalism, which have become crucial issues in todays world. In this course the different perspectives on ethnicity, nationalism and multiculturalism will be discussed in general and the issues will then be related to the Indian scenario. The gender issues involved in nationalist and communal discourses will also be taken up for discussion.\015\012\015\0121.\011Genealogy of the terms Ethnicity and Nationalism and their relationship with contrasting and allied concepts like race, religious community, linguistic and regional groups, etc.\015\0122.\011Perspectives on Ethnicity: Focus on writings of Fredrick Barth, Moynihan and Glazer, Cynthia Enloe.\015\0123.\011Perspectives on Nationalism: Focus on works of Anderson, Hobsbawm and Ranger, Anthony Smith, Gellner and Partha Chatterjee.\015\0124.\011Communalism in India: Formation of communal identities and its relation with colonial state, nationalist movement, partition and post-independence reforms.\015\0125.\011Secularism and its discontent: Its relation with modernity and religious strife. Adoption in the Indian context. Current debates on secularism in India.\015\0126.\011Multiculturalism: focus on the writings of Charles Taylor and Will Kymlicka.  Its relevance in the Indian context.\015\0127.\011Gender, communalism and nationalism: perspectives on women and nation-state, motherhood and nation, nationalist resolution of the womens question, gender and communalism.\015\012	2003-12-12 15:21:58	
HS 831	Urban Sociology	6	T 	6	0	0	0	N	""	\267\011Saunders, Peter. Social Theory and the Urban Question, London: Hutchinson, 1981.\015\012\015\012\267\011Rao, M.S.A., Urban Sociology in India, Delhi: Orient Longman, 1974.\015\012\015\012\267\011Rao, M.S.A., Bhatt, C. and L.N. Kadekar.  A Reader in Urban Sociology, New Delhi: Orient Longman, 1991.\015\012\015\012\267\011Safa, Helen (ed). Towards the political economy of urbanization in the Third world countries, New Delhi: Oxford University Press, 1986.\015\012\015\012\267\011Naidu, Ratna.  Old Cities and New Predicaments, New Delhi: Sage publications, 1991.\015\012\015\012\267\011Gilbert and Gugler.  Cities, Poverty and Development, Urbanisation in the Third World, Oxford: Oxford University Press, 1982.\015\012\015\012\267\011Pickvance, c.G (ed).  Urban Sociology: critical essays, London:Methuen, 1976.\015\012\015\012\267\011Dear Michelson and Scott, Alan (eds).  Urbanisation and Planning in Capntalist society, New York: Methuen, 1976.\015\012\015\012\267\011Vishwanathan, S. (ed).  Structure and Transformation, Theory and Society in India, New Delhi: Oxford University Press, 2001.\015\012\015\012\267\011Sarai Reader 02 . The Cities of Everyday Life, New Delhi: Sarai, CSDS, 2002.\015\012	This course aims to give the students an overview of the field of Urban Sociology. It attempts to provide an awareness of the various theoretical perspectives. It also deals with the peculiar features of Third world urbanization in general and the process of urbanization in India in \015\012particular. \015\012\015\0121)\011Basic concepts: Urban, rural, urbanism, urbanization, city, town, metropolis and megalopolis.\015\0122)\011Social theory, capitalism and the Urban question: conceptualizations of: Toennes, Durkhiem, Marx and Engels, Weber, Redfield.\015\0123)\011The Urban as an ecological community: The traditional ecological approaches of Park, Burgess and Mckenzie and contemporary Human ecological approach of Hawley and Duncan.\015\0124)\011 The urban as a cultural form: The views of Simmel, Louis Wirth, Gans and Janet Abu-Lughod. Critiques of this approach.\015\0125)\011Recent theoretical perspectives: Neo-Weberian perspectives of Pahl, Rex and Moore. The neo-Marxist approaches of Lefebvre, Harvey, Castells, Lojkine and Mingione. Impact of Post modern theories.\015\0126)\011Process of urbanization in Third World countries with special reference to India: Difference between First world and Third world urbanization. Impact of colonialism and neo-colonialism. Role of the state.\015\0127)\011Sociological implications of Indian urbanization: Impact on class and occupational structures, religion and polity, kinship networks. Case studies of selected cities.\015\012	2003-06-12 15:47:23	
